DisplayName,tagname,Score
"Yuval Adam","sorting","47"
"sth","sockets","47"
"RanRag","sockets","47"
"Kevin","sockets","47"
"gimel","sockets","47"
"Jonathan Leffler","solaris","47"
"kennytm","smart-pointers","47"
"Mark Cidade","soap","47"
"Chris","playframework","47"
"Andy Hayden","pivot-table","47"
"Jabba","pipe","47"
"Jay","pipe","47"
"John Zwinck","pipe","47"
"charlax","pipenv","47"
"Padraic Cunningham","pid","47"
"Brandon Rhodes","pip","47"
"Brian","pipe","47"
"unwind","pic","47"
"Blender","position","47"
"Fred Foo","popen","47"
"Simeon Visser","polymorphism","47"
"Michael Aaron Safyan","polymorphism","47"
"Mark Ransom","png","47"
"Torsten Marek","pygtk","47"
"lunaryorn","path","47"
"kev","pattern-matching","47"
"aychedee","patch","47"
"orip","password-hash","47"
"poke","gpio","47"
"Stefan","google-chrome-extension","47"
"Federico A. Ramponi","language-agnostic","47"
"Udi","lambda","47"
"Psidom","lambda","47"
"Dietrich Epp","lambda","47"
"Glenn Maynard","language-design","47"
"Parfait","lapply","47"
"Charlie Martin","latex","47"
"André","ldflags","47"
"André","ld","47"
"Flimm","licensing","47"
"bereal","list","47"
"aIKid","list","47"
"Brian","lisp","47"
"Sylvain Leroux","list","47"
"Michael Mrozek","list","47"
"Daniel Pryden","linux","47"
"David Heffernan","listbox","47"
"RichieHindle","tfs","47"
"zero323","tf-idf","47"
"John La Rooy","thread-safety","47"
"phihag","text","47"
"Mark Cidade","textarea","47"
"falsetru","text-editor","47"
"Nadia Alramli","transparent","47"
"Jonathan","touch","47"
"Ignacio Vazquez-Abrams","foreach","47"
"Paul","fogbugz","47"
"sepp2k","floor-division","47"
"MSeifert","flatten","47"
"Josh Lee","flatten","47"
"James","formatting","47"
"jfs","formatting","47"
"Jay","format","47"
"Sylvain Leroux","format","47"
"Rohit Jain","format","47"
"eumiro","for-loop","47"
"Matt Joiner","fork","47"
"RichieHindle","for-loop","47"
"Jonathan","forms","47"
"Chris","frameworks","47"
"Tim Pietzcker","fqdn","47"
"Eric","generics","47"
"Daniel Roseman","generics","47"
"jpp","generator","47"
"Ben","generator","47"
"James","garbage-collection","47"
"gruszczy","garbage-collection","47"
"Mark","gcc","47"
"Omnifarious","gcc","47"
"Krumelur","geometry","47"
"Dana","algorithm","47"
"Omnifarious","algorithm","47"
"Jonathan","algorithm","47"
"Nick","amazon-dynamodb","47"
"Nick Johnson","version-control","47"
"Ry-","vim","47"
"Blender","flask-login","47"
"Sasha Chedygov","flash","47"
"Paul","firebase","47"
"Fred Foo","finite-automata","47"
"Alexander","filter","47"
"nneonneo","eval","47"
"S.Lott","etl","47"
"Paul","events","47"
"Yuval Adam","exception","47"
"John Kugelman","exception-handling","47"
"icktoofay","exec","47"
"Alex Martelli","exec","47"
"Lennart Regebro","execfile","47"
"Jonathan Leffler","expansion","47"
"deceze","explode","47"
"Daniel","f#-3.0","47"
"Steven","factory","47"
"chepner","ffmpeg","47"
"Nick","fetch-api","47"
"Rohit Jain","file-io","47"
"paxdiablo","filepath","47"
"Olivier Verdier","filepattern","47"
"Martijn Pieters","file-not-found","47"
"Acorn","file-extension","47"
"Gareth Latty","file","47"
"Scott Griffiths","file","47"
"Mureinik","union","47"
"NPE","unique","47"
"Andrew","uiview","47"
"Krumelur","uitableview","47"
"Jay","uitableview","47"
"Srikar Appalaraju","uitabbar","47"
"Cameron","url","47"
"Chris Lutz","url","47"
"Thomas","url","47"
"Jon Skeet","urlencode","47"
"Robert","unmarshalling","47"
"mata","unix","47"
"Jared","unit-testing","47"
"Paolo Bergantino","user-interface","47"
"dan04","utf-16","47"
"codaddict","usleep","47"
"DzinX","utf-8","47"
"sepp2k","utf-8","47"
"Tom","user-agent","47"
"S.Lott","urllib2","47"
"mhawke","urllib","47"
"Martin Konecny","variables","47"
"Paolo Moretti","variables","47"
"kennytm","variadic-templates","47"
"DSM","vectorization","47"
"Frédéric Hamidi","vector","47"
"Daniel Möller","vba","47"
"paxdiablo","gmp","47"
"Andrew","go","47"
"Ben","gnuplot","47"
"Yuji 'Tomita' Tomita","google-app-engine","47"
"Olivier Verdier","glob","47"
"Johnsyweb","global-variables","47"
"Ryan","google-authentication","47"
"Andy","effects","47"
"Jonny Buchanan","ecmascript-6","47"
"Brian","ecto","47"
"Laurence Gonsalves","eclipse","47"
"Ryan","eclipse","47"
"Jon Skeet","easymock","47"
"wkl","winapi","47"
"Daniel","while-loop","47"
"Matthew Flaschen","widechar","47"
"David Heffernan","win32gui","47"
"abarnert","while-loop","47"
"Nick","web-services","47"
"Mark Hildreth","webserver","47"
"Brian","elixir","47"
"Serge Ballesta","email","47"
"lunaryorn","emacs24","47"
"Senthil Kumaran","emacs","47"
"Daniel Roseman","encoding","47"
"Alexander","encoding","47"
"Ciro Santilli 新疆改造中心996ICU六四事件","embedded","47"
"Mark Hildreth","embeddedwebserver","47"
"Robᵩ","encryption","47"
"Bernhard Vallant","django-views","47"
"Thomas","dll","47"
"Mureinik","double","47"
"Gringo Suave","dom","47"
"Thomas","documentation","47"
"Ben","wcf","47"
"Jay","webpage","47"
"kindall","group-by","47"
"Tom","group-by","47"
"BrenBarn","grouping","47"
"Chris Jester-Young","grep","47"
"Niklas B.","graph","47"
"Chris","gradle","47"
"Eric","gradle","47"
"Joe Kington","graphics","47"
"Dan D.","graphics","47"
"Dominic Rodger","c#","47"
"Daniel Stutzbach","c#","47"
"Hyperboreus","c#","47"
"kev","c#","47"
"John La Rooy","c#","47"
"John Machin","c#","47"
"georg","c","47"
"falsetru","c","47"
"jedwards","c","47"
"Jon Skeet","bytebuffer","47"
"Brian","byte","47"
"Martijn Pieters","c++","47"
"Justin Peel","c++","47"
"cdarke","c++","47"
"Cristian","c++","47"
"Michael Dillon","c#","47"
"Adam Rosenfield","calling-convention","47"
"Ben","caching","47"
"Mark Byers","calculated-columns","47"
"Chris","cakephp","47"
"Paul","workflow","47"
"Oli","wpf","47"
"Miguel","wordpress","47"
"Jeff","wordpress","47"
"Andrew","x12","47"
"Andrew","celery","47"
"Rob","cgcontext","47"
"Martin v. Löwis","casting","47"
"Marcelo Cantos","casting","47"
"sepp2k","casting","47"
"NPE","case","47"
"Barmar","case","47"
"Salvador Dali","canvas","47"
"danben","hashcode","47"
"newacct","hash","47"
"Tom","hashmap","47"
"Deestan","haskell","47"
"Jon Skeet","gwt","47"
"Eric","header","47"
"monkut","hidden-features","47"
"kennytm","hierarchy","47"
"Chris","heap-size","47"
"eumiro","heap","47"
"Greg Hewgill","header-files","47"
"Stephan202","hex","47"
"catavaran","html","47"
"Joran Beasley","html","47"
"aychedee","html","47"
"Michael Mrozek","http","47"
"Peter","http-headers","47"
"Felix Kling","getelementbyid","47"
"lunaryorn","getcwd","47"
"Ben","ghc","47"
"Ignacio Vazquez-Abrams","gettext","47"
"Paolo Bergantino","gettime","47"
"ninjagecko","git-branch","47"
"Chris","git-branch","47"
"Jörg W Mittag","git-merge","47"
"Greg Hewgill","git-push","47"
"Hugh Bothwell","json","47"
"Duncan","json","47"
"srgerg","json","47"
"Konrad Rudolph","jvm","47"
"Alex","jvm","47"
"Bryan Oakley","row","47"
"Mark","rubygems","47"
"Chris","rstudio","47"
"Ry-","rust","47"
"Jon Skeet","s#arp-architecture","47"
"Chris Jester-Young","runtime.exec","47"
"Garrett","scope","47"
"Akavall","scala","47"
"sberry","scala","47"
"MattDMo","sass","47"
"Eric O Lebigot","random","47"
"PM 2Ring","random","47"
"Blender","radio-button","47"
"Daniel","radio-button","47"
"fmark","r","47"
"bortzmeyer","scripting","47"
"Jonathan","sed","47"
"Ted Petrou","seaborn","47"
"John La Rooy","search","47"
"Steve Jessop","search","47"
"Mark Amery","mjpeg","47"
"Mark","mobile","47"
"Tom","mocking","47"
"bobince","minidom","47"
"Jiaaro","migration","47"
"Daniel","microsoft-metro","47"
"chepner","microbenchmark","47"
"unwind","stm32","47"
"Maxim","stored-procedures","47"
"Luke Woodward","stored-procedures","47"
"Mark","stored-procedures","47"
"Netwave","string","47"
"cwallenpoole","string","47"
"brandizzi","string","47"
"Mark Ransom","cstring","47"
"CT Zhu","csv","47"
"Alastair McCormack","csv","47"
"ayhan","csv","47"
"Patrick Artner","csv","47"
"Ben","curl","47"
"atomh33ls","cumsum","47"
"nneonneo","matlab","47"
"Serenity","matplotlib-basemap","47"
"root","matplotlib","47"
"Bill Lynch","matplotlib","47"
"Eric Leschinski","matplotlib","47"
"Adam Matan","math","47"
"Daniel Stutzbach","math","47"
"paxdiablo","matrix","47"
"Divakar","matrix-indexing","47"
"Amber","memcached","47"
"Greg Hewgill","memory-address","47"
"ivan_pozdeev","memory","47"
"Martijn Pieters","membership","47"
"Jonathan Leffler","member","47"
"Willem Van Onsem","syntax","47"
"fortran","swing","47"
"gimel","swig","47"
"Yuval Adam","svn","47"
"user2357112","sympy","47"
"Jonathan Leffler","switch-statement","47"
"Stefan","timestamp","47"
"Sjoerd","time","47"
"jezrael","time","47"
"kev","tmux","47"
"systempuntoout","macos","47"
"jdehesa","machine-learning","47"
"Bill Lynch","macros","47"
"NPE","main","47"
"Jean-François Fabre","malloc","47"
"James","many-to-many","47"
"wheaties","map","47"
"Andrew Hare","keyword","47"
"Ryan","key","47"
"Chris","key-bindings","47"
"Daniel Möller","keras-2","47"
"Jonathan","kendo-ui","47"
"cricket_007","kafka-consumer-api","47"
"Ignacio Vazquez-Abrams","jython","47"
"AndiDog","input","47"
"Jon Skeet","insert","47"
"Sven Marnach","inheritance","47"
"Brian","initializer-list","47"
"Steve Jessop","initializer-list","47"
"karthikr","typeerror","47"
"abarnert","typeerror","47"
"senderle","types","47"
"MaxU","types","47"
"Josh Lee","types","47"
"deceze","ubuntu","47"
"Eric O Lebigot","ubuntu","47"
"Rob","ubuntu","47"
"Alasdair","httpresponse","47"
"Stefano Sanfilippo","https","47"
"Flimm","http-status-code-404","47"
"Chris","iec10967","47"
"Constantin","identity-operator","47"
"Chris","icons","47"
"Alex","icons","47"
"bradley.ayers","image-processing","47"
"Wen-Ben","if-statement","47"
"Nick","iis-7","47"
"Chris Lutz","include","47"
"sepp2k","import","47"
"DSM","import","47"
"Brian","import","47"
"David Alber","indexing","47"
"Jörg W Mittag","model-view-controller","47"
"lunaryorn","module","47"
"Matthew Flaschen","modulus","47"
"kennytm","mojibake","47"
"alexis","mom","47"
"Ryan","moss","47"
"Martin v. Löwis","ssl-certificate","47"
"Frédéric Hamidi","standard-library","47"
"Steve Jessop","static-cast","47"
"Paul","azure","47"
"Ffisegydd","axis-labels","47"
"ImportanceOfBeingErnest","axis-labels","47"
"Ben","base64","47"
"Ants Aasma","backup","47"
"abarnert","binary","47"
"Mark Amery","beautifulsoup","47"
"Konrad Rudolph","bcl","47"
"jfs","bit-manipulation","47"
"Chris","blind","47"
"Stephen","resource-management","47"
"Robert Rossney","resources","47"
"Ants Aasma","restore","47"
"John Kugelman","return","47"
"Fred Foo","return-value","47"
"Peter","razor","47"
"Chris Pratt","razor-pages","47"
"Alex","rebase","47"
"DebanjanB","selenium-grid","47"
"Andy","select","47"
"Alex","selection","47"
"James","selector","47"
"codeape","regex","47"
"Jay","replace","47"
"Dan Allan","replace","47"
"Ry-","replace","47"
"Mark","replace","47"
"Rafe Kettler","regex","47"
"vartec","regex","47"
"Soviut","regex","47"
"Wiktor Stribiżew","regular-language","47"
"Steve Jessop","reinterpret-cast","47"
"lunaryorn","relative","47"
"Chris Lutz","relative-path","47"
"jfs","python-3.4","47"
"bereal","python-2.7","47"
"inspectorG4dget","python-2.6","47"
"Fred Foo","pytables","47"
"ShadowRanger","python-3.5","47"
"Paul","architecture","47"
"cel","append","47"
"Barmar","api","47"
"Alex","apache-httpclient-4.x","47"
"ekhumoro","qgraphicsview","47"
"eyllanesc","qgraphicsitem","47"
"dano","qt","47"
"agf","python-stackless","47"
"Alex","python-multithreading","47"
"jfs","pythonpath","47"
"alecxe","psycopg2","47"
"Daniel","properties","47"
"Rob","prompt","47"
"BrenBarn","properties","47"
"Patrick","project-management","47"
"S.Lott","project-planning","47"
"Jay","proxy","47"
"Unknown","properties","47"
"David Heffernan","set","47"
"Hugh Bothwell","set-comprehension","47"
"zero323","datetime","47"
"paxdiablo","dayofweek","47"
"Eric Leschinski","deadlock","47"
"ptomato","debugging","47"
"Daniel Roseman","default","47"
"dga","deep-learning","47"
"Anurag Uniyal","decorator","47"
"Eric","decorator","47"
"aIKid","dictionary","47"
"Nolen Royalty","dictionary","47"
"Gabi Purcaru","destructuring","47"
"Jeff ","cosine-similarity","47"
"jpp","count","47"
"Joe Kington","convolution","47"
"Ami Tavory","class","47"
"Rob","char","47"
"Nick","character-encoding","47"
"Charles Duffy","chef","47"
"ismail","clang","47"
"Vaughn Cato","class","47"
"Jonathan","winforms","46"
"UnkwnTech","windows","46"
"Cat Plus Plus","console-application","46"
"Andrew","cocos2d-x","46"
"falsetru","cmd","46"
"poke","cmd","46"
"Triptych","code-golf","46"
"Paul","code-first","46"
"Jon Skeet","code-duplication","46"
"Paul Stephenson","code-coverage","46"
"Mark Byers","coldfusion","46"
"icktoofay","coffeescript","46"
"newacct","coding-style","46"
"rob","coding-style","46"
"Ethan Furman","coding-style","46"
"Josh Lee","coding-style","46"
"paxdiablo","void","46"
"Zero","visual-studio","46"
"Steven","visual-studio-2010","46"
"Jay","visual-studio-6","46"
"ire_and_curses","warnings","46"
"Stefan","colon","46"
"HYRY","colors","46"
"kev","color-scheme","46"
"Nadia Alramli","command-line","46"
"ChristopheD","command-line","46"
"Blender","equals","46"
"SingleNegationElimination","equality","46"
"systempuntoout","error-handling","46"
"Ben","erlang","46"
"Chris","erlang","46"
"Duncan","enums","46"
"Jay","enums","46"
"Marcelo Cantos","enums","46"
"Eric","entity-framework","46"
"Alex","entity-framework-5","46"
"Ignacio Vazquez-Abrams","endianness","46"
"S.Lott","enterprise","46"
"YOU","frequency","46"
"John1024","function","46"
"Ryan","function","46"
"Robert","functional-programming","46"
"Eli Bendersky","functional-programming","46"
"Steve Jessop","functional-programming","46"
"mgilson","function-call","46"
"Mark Rushakoff","g++","46"
"Matt Joiner","g++","46"
"Patrick","fxml","46"
"Alex Riley","division","46"
"CT Zhu","distribution","46"
"Ethan Furman","django","46"
"Amber","discrete-mathematics","46"
"Mark","process","46"
"sepp2k","process","46"
"Jared","product","46"
"Peter","programming-languages","46"
"A. Rodas","progress-bar","46"
"Mikko Ohtamaa","string-concatenation","46"
"Colonel Panic","stylecop","46"
"abarnert","strong-typing","46"
"Daniel","message","46"
"Stefan","methods","46"
"Tom","memory-leaks","46"
"Matthew Flaschen","memory-management","46"
"Jon Skeet","mercurial","46"
"Jonathan","merge","46"
"codaddict","int","46"
"Chris Morgan","integer","46"
"Thomas","internet-explorer","46"
"Peter","intellij-15","46"
"BrenBarn","multi-index","46"
"Peter","multicore","46"
"Lennart Regebro","multiple-inheritance","46"
"Martijn Pieters","mutable","46"
"Erik Allik","mutable","46"
"JAB","mysql","46"
"Geo","mysql","46"
"Martin v. Löwis","mysql","46"
"Yuji 'Tomita' Tomita","mysql","46"
"Rob","multitasking","46"
"Fred Foo","multithreading","46"
"Jon Skeet","partial","46"
"Sven Marnach","parsing","46"
"Jon Skeet","partitioning","46"
"Remi","parent","46"
"Ned Batchelder","parameter-passing","46"
"Martijn Pieters","paramiko","46"
"Fred Foo","parallel-processing","46"
"Fred Foo","compilation","46"
"Matthew Flaschen","commit","46"
"Javier","communication","46"
"Matthew Flaschen","compression","46"
"Brian","complexity-theory","46"
"Steve Barnes","python-imaging-library","46"
"Kevin","python-import","46"
"John Millikin","python-import","46"
"Scott Griffiths","python-import","46"
"Hooked","python-imaging-library","46"
"jdehesa","python-imaging-library","46"
"iCodez","python-module","46"
"itzMEonTV","python-3.x","46"
"JAB","python-3.x","46"
"Pēteris Caune","python-3.x","46"
"orlp","python-3.x","46"
"maxymoo","python-3.x","46"
"Blckknght","python-decorators","46"
"Paul","python-dateutil","46"
"Jonathan","attributes","46"
"Chris","asynchronous","46"
"Chris","asset-pipeline","46"
"Chris","asp-classic","46"
"Rob","asp.net-mvc-2","46"
"Zero","android","46"
"Mark","android-intent","46"
"Dave Webb","android-install-apk","46"
"Mark","android-layout","46"
"Barmar","database-design","46"
"doug","dataframe","46"
"LondonRob","d3.js","46"
"K Z","numpy","46"
"Craig McQueen","numpy","46"
"Georg Schölly","numeric-ranges","46"
"Jonathan Leffler","null-pointer","46"
"John Feminella","obfuscation","46"
"deceze","obfuscation","46"
"Thomas","delete-operator","46"
"Steven","delegates","46"
"Martijn Pieters","del","46"
"Mark Rushakoff","default-value","46"
"Konrad Rudolph","defensive-programming","46"
"Aaron Hall","abc","46"
"Alex",".net-4.5","46"
"Dan Lenski",".net","46"
"Andrew Clark",".net","46"
